title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
Energy Efficient Intra Cluster Gateway Optimal Placement in Wireless Sensor Network,https://link.springer.com/article/10.1007/s11277-021-08247-z,12,article,Springer,"WSN,Clustering,Energy efficiency,Optimization,Intra-clustering,LEACH,PSO,GA,Mobile agents,Energy consumption,ICGW-PSOGA,ACO,Network lifetime","Wireless Sensor Networks (WSNs) is composed of self-organizing and tiny nodes that can process and transmit the data over wireless medium. The energy conservation and effective energy utilization is a significant problem to be considered in WSN. Many previous cluster based solutions relied on routing protocols, considered the relationship between sensor nodes and cluster head. It might lead to the probability of nodes that are left without being a member of any of the clusters called as residual nodes. These residual nodes might decrease the network's lifetime. The resource-constrained sensor nodes have been included in specific networks for exploring their surroundings and processing through one or multiple gateways to send the gathered data. Gateways in the network could be done in a controlled manner to communicate between sensors of WSN that can be utilized for several applications. For improving the lifetime of WSN, several sinks are deployed optimally which has been considered as one of the efficient energy techniques. This work presents the latest structure which would comprise the mechanism of effective clustering along with Intra Cluster Gateway (IC-GW). IC-GW depends on Particle Swarm Optimization with Genetic Algorithm (PSO-GA) termed as ICGW-PSOGA for distance-communication and optimal SINK placement in WSNs. This Intra Gateway would gather the data from the heads of cluster and would be delivering to the SINK. The PSO-GA relied estimation of location algorithm has been initiated for finding the most excellent arrangement for the Gateway and SINK relied on the structure of the network. This algorithm has been extensively examined on several scenarios with the variation in the simulation duration; numerous sensor nodes and range of communication. The simulation results are promising and the obtained results are compared and validated with the earlier mechanisms.",18 February 2021,Wireless Personal Communications,"Y. M. Raghavendra,U. B. Mahadevaswamy","(Department of ECE,GSSSIETW,VTU,Belagavi,Mysuru,Karnataka,India),(Department of ECE,SJCE,JSSSTU,Mysuru,Karanataka,India)","India,India"
Natural Disaster Monitoring with Wireless Sensor Networks: A Case Study of Data-intensive Applications upon Low-Cost Scalable Systems,https://link.springer.com/article/10.1007/s11036-013-0456-9,147,article,Springer,"Wireless sensor network,Natural disaster monitoring,Scalable system,Data-intensive application,Geohazard","The wireless sensor network (WSN) technology has applied in monitoring natural disasters for more than one decade. Disasters can be closely monitored by augmenting a variety of sensors, and WSN has merits in (1) low cost, (2) quick response, and (3) salability and flexibility. Natural disaster monitoring with WSN is a well-known data intensive application for the high bandwidth requirements and stringent delay constraints. It manifests a typical paradigm of data-intensive application upon low-cost scalable system. In this study, we first assessed representative works in this area by classifying those in the domains of application of WSNs for disasters and optimization technologies significantly distinguishing these from general-purpose WSNs. We then described the design of an early warning system for geohazards in reservoir region, which relies on the WSN technology inspired by the existing work with focuses on issues of (1) supporting reliable data transmission, (2) handling huge data of heterogeneous sources and types, and (3) minimizing energy consumption. This study proposes a dynamic routing protocol, a method for network recovery, and a method for managing mobile nodes to enable real-time and reliable data transmission. The system incorporates data fusion and reconstruction approaches to bring together all data into a single view of the geohazard under monitoring. A distributed algorithm for joint optimal control of power and rate has been developed, which can improve utility of network (> 95 %) and to minimize the energy consumption (reduction by > 20 % in comparison with LEACH). Experimental results indicate the potentials of the proposed approaches in terms of adapting to the needs of early warning on geohazards.",15 August 2013,Mobile Networks and Applications,"Dan Chen,Lizhe Wang,Minggang Dou,Hui Li,Zhixin Liu,Jingying Chen","(China University of Geosciences,Wuhan,Hubei,China),(Yanshan University,Qinhuangdao,Hebei,China),(Central China Normal University,Wuhan,Hubei,China)","China,China,China"
An Unequal Cluster-Radius Approach Based on Node Density in Clustering for Wireless Sensor Networks,https://link.springer.com/article/10.1007/s11277-018-5779-1,18,article,Springer,"Wireless sensor networks,Unequal clustering,Node density,Energy efficiency","Lifetime is a major challenge in wireless sensor networks which depends on the energy consumption of the nodes. Energy limitation in nodes leads to many researches to find out new solutions for this problem. Clustering is an efficient solution for this issue. In clustering, all nodes that are distributed in an application zone should be partitioned into some virtual sections that are called clusters. Each cluster must have one node for managing intra-cluster tasks that is called cluster-head (CH). CHs are used for transmitting collected data to the base-station (BS). The multi-hop is one way of transferring CHs data to the BS which increases the data traffic on CHs near the BS. The unequal clustering is one of the solutions for solving bottleneck CH problems. The difference between equal and unequal clustering is in the type of cluster-radius, which could be fixed or variable. In this paper, a distributed unequal cluster-radius approach is proposed based on node density for clustering in WSNs that has two main phases: CH-selection and Member-join. CH-selection phase is based on global and local search, and member-join phase is done according to an evaluation function. Experimental results show that the proposed method leads to an increase in the lifetime of WSNs in comparison with state-of-the-art methods.",05 May 2018,Wireless Personal Communications,"Javad Hamidzadeh,Mohammad Hadi Ghomanjani","(Faculty of Computer Engineering and Information Technology,Sadjad University of Technology,Mashhad,Iran)",
Multi QoS constrained data sharing using hybridized pareto-glowworm swarm optimization,https://link.springer.com/article/10.1007/s10586-017-1454-7,3,article,Springer,"Wireless sensor networks,Quality of service,Data communication,Message authentication,Optimization","Wireless sensor network (WSN) is the group of sensor nodes which attempts to monitor and share the data. Secured and reliable routing in the WSN is the most arduous task which needs to be performed with more concern for the stable output. In the existing work clustering based symbiotic organism search method is used to share the data with assured reliability and packet delivery ratio. However, this approach lacks performance due to the intruder, and it is resolved in the proposed method by introducing the novel method namely hybridized pareto-glowworm swarm optimization and authenticated data communication. In this paper, cluster head selection is made by considering multiple quality of service parameters such mobility and energy whereas in the previous research only energy is considered. To select the optimal cluster head with multiple objectives, a pareto optimal method is hybridized with the GSO algorithm for the multi-objective fitness evaluation. Here formation of clusters is purely based on the selected cluster Head. After clustering, data is gathered from the multiple sensor nodes which are aggregated to reduce the bandwidth utilization and forwarded to the base station. To ensure the security level in this work authentication between the cluster head and the base station is done and then data is transmitted. The experimental results concluded that the proposed method has a better result than the existing methods.",19 December 2017,Cluster Computing,"Vijay Kumar Burugari,P. S. Periasamy","(Anna University,MREC (A),Hyderabad,Telangana,India),(ECE,K. S. R. College of Engineering,Tiruchengode,Tamilnadu,India)","India,India"
Improving lifetime and network connections of 3D wireless sensor networks based on fuzzy clustering and particle swarm optimization,https://link.springer.com/article/10.1007/s11276-016-1412-y,75,article,Springer,"3D wireless sensor network,Fuzzy C-means,Network connection,Network lifetime,Particle swarm optimization","3D wireless sensor network (3D-WSN) has attracted significant interests in recent years due to its applications in various disciplinary fields such as target detection, object tracking, and security surveillance. An important problem in 3D WSN is the sensor energy optimization which determines a topology of sensors to prolong the network lifetime and energy expenditure. The existing methods for dealing with this matter namely low energy adaptive clustering hierarchy, LEACH-centralized, K-Means, single hop clustering and energy efficient protocol, hybrid-LEACH and fuzzy C-means organize the networks into clusters where non-cluster head nodes mainly carry out sensing tasks and send the information to the cluster head, while cluster head collect data from other nodes and send to the base station (BS). Although these algorithms reduce the total energy consumption of the network, they also create a large number of network disconnect which refers to the number of sensors that cannot connect to its cluster head and the number of cluster heads that cannot connect to the BS. In this paper, we propose a method based on fuzzy clustering and particle swarm optimization to handle this problem. Experimental validation on real 3D datasets indicates that the proposed method is better than the existing methods.",28 November 2016,Wireless Networks,"Nguyen Thi Tam,Le Hoang Son,Le Trong Vinh,Dang Thanh Hai","(VNU University of Science,Vietnam National University,Hanoi,Vietnam),(University of Dalat,Da Lat,Vietnam)",
Optimal Stable Cluster Head Selection Method for Maximal Throughput and Lifetime of Homogeneous Wireless Sensor Network,https://link.springer.com/article/10.1007/s42979-023-02459-9,1,article,Springer,"Cluster head,Network lifetime,First node die,Last node die,Unexpended energy","The previously reported works e.g., E-LEACH, and RCH-LEACH have proposed energy-efficient CH selection methods with coverage enhancement and varying numbers of overall CH nodes in a network. To further improve the performance, the stable CH selection method, i.e., SCH-LEACH is proposed with unexpended energy of nodes. The SCH-LEACH improves the overall lifetime of the network with minimal energy consumption. However, SCH-LEACH compromises the overall throughput of the network. The throughput analysis shows that the throughput of SCH-LEACH is lower than LEACH, E-LEACH, and RCH-LEACH. Therefore, in the proposed work, the extension of the optimal stable number of cluster head selection method is proposed, i.e., OSCH-LEACH, for reliable data transmission and a maximal lifetime of the network. The proposed work analyzes the Kopt selection for the optimal selection of CHs. The simulation results prove the superiority of the proposed protocol in terms of throughput, lifetime, FND, and LND.",20 January 2024,SN Computer Science,"Yogesh Patidar,Manish Jain,Ajay Kumar Vyas","(Department of Electrical and Electronics Engineering,Mandsaur University,By Pass Square,Rewas Devda Road,SH-31,Mandsaur,Madhya Pradesh,458001,India),(Department of ICT,Adani University,Shantigram Township,Nr Vaishnodevi Circle,SG Highway,Ahmedabad,Gujarat,382421,India)","India,India"
E-FUCA: enhancement in fuzzy unequal clustering and routing for sustainable wireless sensor network,https://link.springer.com/article/10.1007/s40747-021-00392-z,26,article,Springer,"Clustering,Cluster head,Energy efficient,Fuzzy logic,Lifetime,Wireless sensor network","With huge cheap micro-sensing devices deployed, wireless sensor network (WSN) gathers information from the region and delivers it to the base station (BS) for further decision. The hotspot problem occurs when cluster head (CH) nearer to BS may die prematurely due to uneven energy depletion resulting in partitioning the network. To overcome the issue of hotspot or energy hole, unequal clustering is used where variable size clusters are formed. Motivated from the aforesaid discussion, we propose an enhanced fuzzy unequal clustering and routing protocol (E-FUCA) where vital parameters are considered during CH candidate selection, and intelligent decision using fuzzy logic (FL) is taken by non-CH nodes during the selection of their CH for the formation of clusters. To further extend the lifetime, we have used FL for the next-hop choice for efficient routing. We have conducted the simulation experiments for four scenarios and compared the propound protocol’s performance with recent similar protocols. The experimental results validate the improved performance of E-FUCA with its comparative in respect of better lifetime, protracted stability period, and enhanced average energy.",12 May 2021,Complex & Intelligent Systems,Pawan Singh Mehra,"(Department of Computer Science and Engineering,Delhi Technological University,New Delhi,India)",India
A New Version of Energy-Efficient Optimization Protocol Using ICMA-PSOGA Algorithm in Wireless Sensor Network,https://link.springer.com/article/10.1007/s42979-022-01232-8,1,article,Springer,"Intraclustering,Energy-efficient routing,Wireless sensor network,Optimization algorithms,Mobile agent,Network lifetime,Energy consumption","In Wireless Sensor Networks (WSNs), the transmission of information through wireless medium is facilitated using nodes which are small and self-organizing and moreover enhances the process. The energy saving and effective utilization of energy are major issues in WSNs. The relationship between the cluster heads and sensor nodes was only considered in previous cluster-based routing protocols by ignoring the cost differences among them. The residual nodes, which are not considered as cluster members, may exist in certain existing clustering protocols. The network lifetime might be reduced by these residual nodes. Clustering is a proven technique for energy optimization. However, most of the clustering algorithms failed to address the routing overhead and the energy consumption rate between the CH nodes and the SINK node. Here, we introduce a new improved energy-efficient intra-cluster routing technique using mobile agents to reduce communication overhead and an optimal positioning strategy of SINK node using PSOGA for energy optimization. A novel framework is proposed in this method, in which an effective clustering mechanism using Intra Mobile Agents (IN-MA) is present. Moreover, on the basis of the network structure, an optimal position is determined for the sink by introducing a Particle Swarm Optimization-Genetic Algorithm (PSO-GA)-based location estimation algorithm. The data are collected from the members and delivered to the CHs using Intra Mobile Agents. The PSO-GA algorithm estimates the optimal position of a sink. Based on the experimental results, the better outcomes are observed using the proposed method when compared to the previous techniques. The parameters like lifetime of a network, consumption of energy, and throughput rate are considered mainly to analyze the efficiency of the proposed energy-efficient strategy.",30 June 2022,SN Computer Science,"Ch Rambabu,K. Satya Prasad,V. V. K. D. V. Prasad,K. Satya Prasad","(Department of ECE,JNTU Kakinada,Kakinada,A.P,India),(Department of ECE,Gudlavalleru Engineering College,Gudlavalleru,A.P,India),(Department of ECE,JNTU Kakinada,Kakinada,A.P,India)","India,India,India"
LEAUCH: low-energy adaptive uneven clustering hierarchy for cognitive radio sensor network,https://link.springer.com/article/10.1186/s13638-015-0354-x,39,article,Springer,"Cognitive radio sensor network,Channel resource,Uneven clustering,Energy consumption","The integration of wireless sensor network (WSN) and cognitive radio (CR) technology enables a new paradigm of communication: cognitive radio sensor networks (CRSN). The existing WSN clustering algorithm cannot consider the advantage of channel resource brought by CR function in CRSN, and the CR network (CRN) clustering algorithm is designed based on the infinite energy nodes; thus both algorithms cannot operate with energy efficiency in CRSN. The paper proposes a low-energy adaptive uneven clustering hierarchy for CRSN, which can not only consider the advantage of the channel resource in reducing the energy consumption but also employ uneven clustering method for balancing the energy consumption among the cluster heads under multiple hops transmission means. Simulation results show that compared with the existing several typical clustering algorithms including WSN and CRSN clustering algorithms, low-energy adaptive clustering hierarchy (LEACH), HEED, energy-efficient unequal clustering (EEUC), cognitive LEACH (CogLEACH), and distributed spectrum-aware clustering (DSAC), the proposed algorithm can not only efficiently balance the energy consumption among cluster heads and network load in CRSN but also remarkably prolong the network lifetime.",30 April 2015,EURASIP Journal on Wireless Communications and Networking,"Errong Pei,Haozhe Han,Zehua Sun,Bin Shen,Tianqi Zhang","(Engineering Research Center of Communication Network Testing Technologies,Chongqing University of Posts and Telecommunications,No. 2,Chongwen Rd,Nan’an Dist,Chongqing,400065,China),(Chongqing Key Laboratory of Signal and Information Processing,Chongqing University of Posts and Telecommunications (CQUPT),No. 2,Chongwen Rd,Nan’an Dist,Chongqing,400065,China)","China,China"
An energy efficient stable clustering approach using fuzzy extended grey wolf optimization algorithm for WSNs,https://link.springer.com/article/10.1007/s11276-019-02123-2,37,article,Springer,"GWO,EGWO,Fuzzy logic,WSN,Stability period,Network lifetime","Wireless sensor network (WSN) is a cost-effective networking solution for information updating in the coverage radius or in the sensing region. To record a real-time event, a large number of sensor nodes (SNs) need to be arranged systematically, such that information collection is possible for a longer span of time. But, the hurdle faced by WSN is the limited resources of SNs. Hence, there is a high demand to design and implement an energy-efficient scheme to prolong the performance parameters of WSN. Clustering-based routing is the most suitable approach to support for load balancing, fault tolerance, and reliable communication to prolong performance parameters of WSN. These performance parameters are achieved at the cost of reduced lifetime of cluster head (CH). To overcome such limitations in clustering based hierarchical approach, efficient CH selection algorithm, and optimized routing algorithm are essential to design efficient solution for larger scale networks. In this paper, fuzzy extended grey wolf optimization algorithm based threshold-sensitive energy-efficient clustering protocol is proposed to prolong the stability period of the network. Analysis and simulation results show that the proposed algorithm significantly outperforms competitive clustering algorithms in the context of energy consumption, stability period and system lifetime.",27 August 2019,Wireless Networks,"Nitin Mittal,Balwinder Singh Sohi,Urvinder Singh,Rohit Salgotra","(Department of Electronics and Communication Engineering,Chandigarh University,Mohali,Punjab,140413,India),(Department of Electronics and Communication Engineering,Thapar University,Patiala,Punjab,147004,India)","India,India"
